keyword_id,date,hour_of_day,impressions,clicks,orders,spend,won_impressions,cumulative_spend,daily_budget,burn_rate_per_hour,budget_remaining,hours_to_exhaustion,predicted_exhaustion_hour,ideal_spend,spend_simulated
KW_003,2024-01-01,5,1,0,0,0.0458,1,261.75,5854.59,130.88,5592.84,24.0,24.0,91.48,57.53
KW_003,2024-01-01,8,1,0,0,0.0,0,467.57,5854.59,155.86,5387.02,24.0,24.0,365.91,205.82
KW_003,2024-01-01,10,1,0,0,0.0,0,634.63,5854.59,143.47,5219.96,24.0,24.0,304.93,167.06
KW_003,2024-01-01,11,2,0,0,0.1145,1,781.66,5854.59,173.3,5072.93,24.0,24.0,274.43,147.03
KW_003,2024-01-01,12,1,0,0,0.0,0,919.07,5854.59,150.5,4935.52,24.0,24.0,243.94,137.41
KW_003,2024-01-01,15,2,0,0,0.1145,1,1068.38,5854.59,144.58,4786.21,24.0,24.0,213.45,149.31
KW_003,2024-01-01,17,1,0,0,0.0664,1,1244.49,5854.59,154.28,4610.1,24.0,24.0,304.93,176.11
KW_003,2024-01-01,19,1,0,0,0.0527,1,1500.08,5854.59,193.67,4354.51,22.5,24.0,426.9,255.59
KW_003,2024-01-01,20,1,0,0,0.0527,1,1718.88,5854.59,216.83,4135.71,19.1,24.0,396.4,218.8
KW_003,2024-01-01,23,2,0,0,0.1007,1,1823.89,5854.59,193.13,4030.7,20.9,24.0,182.96,105.01
KW_003,2024-01-02,1,1,0,0,0.0939,1,144.97,5854.59,144.97,5709.62,24.0,24.0,152.46,144.97
KW_003,2024-01-02,5,2,0,0,0.0389,1,234.25,5854.59,117.12,5620.34,24.0,24.0,91.48,89.28
KW_003,2024-01-02,9,1,0,0,0.0,0,580.39,5854.59,193.46,5274.2,24.0,24.0,396.4,346.14
KW_003,2024-01-02,11,1,0,0,0.0,0,805.42,5854.59,220.15,5049.17,22.9,24.0,274.43,225.03
KW_003,2024-01-02,13,1,0,0,0.0,0,1000.62,5854.59,255.46,4853.97,19.0,24.0,213.45,195.2
KW_003,2024-01-02,16,1,0,0,0.0,0,1212.85,5854.59,210.82,4641.74,22.0,24.0,243.94,212.23
KW_003,2024-01-02,17,6,1,0,0.3013,5,1476.88,5854.59,223.82,4377.71,19.6,24.0,304.93,264.03
KW_003,2024-01-02,20,2,0,0,0.1258999999999999,2,1903.35,5854.59,300.91,3951.24,13.1,24.0,396.4,426.47
KW_003,2024-01-02,23,1,0,0,0.0,0,2082.35,5854.59,289.83,3772.24,13.0,24.0,182.96,179.0
KW_003,2024-01-03,0,1,0,0,0.0,0,269.9,5854.59,269.9,5584.69,20.7,20.7,304.93,269.9
KW_003,2024-01-03,1,1,0,0,0.0,0,399.23,5854.59,199.62,5455.36,24.0,24.0,152.46,129.33
KW_003,2024-01-03,2,1,0,0,0.0939,1,477.14,5854.59,159.05,5377.45,24.0,24.0,91.48,77.91
KW_003,2024-01-03,7,2,0,0,0.0801,1,692.04,5854.59,140.71,5162.55,24.0,24.0,243.94,214.9
KW_003,2024-01-03,9,2,0,0,0.1061,2,1057.36,5854.59,219.38,4797.23,21.9,24.0,396.4,365.32
KW_003,2024-01-03,18,3,0,0,0.1809,2,1395.12,5854.59,305.99,4459.47,14.6,24.0,365.91,337.76
KW_003,2024-01-03,22,1,0,0,0.0,0,1586.51,5854.59,298.16,4268.08,14.3,24.0,243.94,191.39
KW_003,2024-01-03,23,1,0,0,0.0,0,1745.74,5854.59,229.46,4108.85,17.9,24.0,182.96,159.23
KW_003,2024-01-04,6,1,0,0,0.0801,1,99.39,5854.59,99.39,5755.2,24.0,24.0,152.46,99.39
KW_003,2024-01-04,9,3,1,0,0.2082999999999999,2,394.31,5854.59,197.16,5460.28,24.0,24.0,396.4,294.92
KW_003,2024-01-04,13,1,0,0,0.0,0,542.86,5854.59,180.95,5311.73,24.0,24.0,213.45,148.55
KW_003,2024-01-04,19,1,0,0,0.0,0,831.48,5854.59,244.03,5023.11,20.6,24.0,426.9,288.62
KW_003,2024-01-04,20,2,0,0,0.1603,2,1066.27,5854.59,223.99,4788.32,21.4,24.0,396.4,234.79
KW_003,2024-01-04,21,1,0,0,0.0801,1,1276.9,5854.59,244.68,4577.69,18.7,24.0,304.93,210.63
KW_003,2024-01-05,0,1,0,0,0.0,0,162.47,5854.59,162.47,5692.12,24.0,24.0,304.93,162.47
KW_003,2024-01-05,2,1,0,0,0.0,0,214.84,5854.59,107.42,5639.75,24.0,24.0,91.48,52.37
KW_003,2024-01-05,3,1,0,0,0.0595,1,247.62,5854.59,82.54,5606.97,24.0,24.0,60.99,32.78
KW_003,2024-01-05,9,2,0,0,0.0306,1,499.98,5854.59,112.5,5354.61,24.0,24.0,396.4,252.36
KW_003,2024-01-05,11,1,0,0,0.1145,1,650.61,5854.59,145.26,5203.98,24.0,24.0,274.43,150.63
KW_003,2024-01-05,18,2,1,0,0.1053,2,863.72,5854.59,205.37,4990.87,24.0,24.0,365.91,213.11
KW_003,2024-01-05,23,1,0,0,0.0527,1,986.92,5854.59,162.31,4867.67,24.0,24.0,182.96,123.2
KW_003,2024-01-06,0,1,0,0,0.0595,1,246.04,5854.59,246.04,5608.55,22.8,22.8,304.93,246.04
KW_003,2024-01-06,3,2,0,0,0.1603,2,300.16,5854.59,150.08,5554.43,24.0,24.0,60.99,54.12
KW_003,2024-01-06,4,1,0,0,0.0,0,352.85,5854.59,117.62,5501.74,24.0,24.0,60.99,52.69
KW_003,2024-01-06,5,1,0,0,0.0,0,422.14,5854.59,58.7,5432.45,24.0,24.0,91.48,69.29
KW_003,2024-01-06,6,1,0,0,0.0595,1,568.99,5854.59,89.61,5285.6,24.0,24.0,152.46,146.85
KW_003,2024-01-06,9,2,0,0,0.0458,1,874.59,5854.59,173.91,4980.0,24.0,24.0,396.4,305.6
KW_003,2024-01-06,10,2,0,0,0.1145,1,1142.49,5854.59,240.12,4712.1,19.6,24.0,304.93,267.9
KW_003,2024-01-06,11,2,0,0,0.0,0,1389.9,5854.59,273.64,4464.69,16.3,24.0,274.43,247.41
KW_003,2024-01-06,15,3,0,0,0.174,2,1586.17,5854.59,237.19,4268.42,18.0,24.0,213.45,196.27
KW_003,2024-01-06,18,2,0,0,0.1397,2,1928.49,5854.59,262.0,3926.1,15.0,24.0,365.91,342.32
KW_003,2024-01-06,19,1,0,0,0.0,0,2278.49,5854.59,296.2,3576.1,12.1,24.0,426.9,350.0
KW_003,2024-01-06,20,1,0,0,0.0,0,2577.87,5854.59,330.57,3276.72,9.9,24.0,396.4,299.38
KW_003,2024-01-07,8,2,0,0,0.0,0,330.86,5854.59,330.86,5523.73,16.7,24.0,365.91,330.86
KW_003,2024-01-07,12,2,0,0,0.1328,2,539.79,5854.59,269.9,5314.8,19.7,24.0,243.94,208.93
KW_003,2024-01-07,16,1,0,0,0.0,0,767.35,5854.59,255.78,5087.24,19.9,24.0,243.94,227.56
KW_003,2024-01-07,18,1,0,0,0.0,0,1107.32,5854.59,258.82,4747.27,18.3,24.0,365.91,339.97
KW_003,2024-01-07,19,2,0,0,0.0,0,1506.33,5854.59,322.18,4348.26,13.5,24.0,426.9,399.01
KW_003,2024-01-08,0,1,0,0,0.0,0,259.59,5854.59,259.59,5595.0,21.6,21.6,304.93,259.59
KW_003,2024-01-08,2,1,0,0,0.1145,1,333.91,5854.59,166.96,5520.68,24.0,24.0,91.48,74.32
KW_003,2024-01-08,8,1,0,0,0.0,0,674.19,5854.59,224.73,5180.4,23.1,24.0,365.91,340.28
KW_003,2024-01-08,9,1,0,0,0.0458,1,1008.22,5854.59,249.54,4846.37,19.4,24.0,396.4,334.03
KW_003,2024-01-08,12,1,0,0,0.0,0,1197.02,5854.59,287.7,4657.57,16.2,24.0,243.94,188.8
KW_003,2024-01-08,13,1,0,0,0.1076,1,1398.99,5854.59,241.6,4455.6,18.4,24.0,213.45,201.97
KW_003,2024-01-08,14,2,0,0,0.0,0,1602.47,5854.59,198.08,4252.12,21.5,24.0,213.45,203.48
KW_003,2024-01-08,16,1,0,0,0.0664,1,1808.97,5854.59,203.98,4045.62,19.8,24.0,243.94,206.5
KW_003,2024-01-08,18,2,0,0,0.0,0,2082.05,5854.59,227.69,3772.54,16.6,24.0,365.91,273.08
KW_003,2024-01-08,22,2,0,0,0.0595,1,2283.64,5854.59,227.06,3570.95,15.7,24.0,243.94,201.59
KW_003,2024-01-09,0,1,0,0,0.1076,1,289.43,5854.59,289.43,5565.16,19.2,19.2,304.93,289.43
KW_003,2024-01-09,4,1,0,0,0.0,0,348.88,5854.59,174.44,5505.71,24.0,24.0,60.99,59.45
KW_003,2024-01-09,9,1,0,0,0.0939,1,663.05,5854.59,221.02,5191.54,23.5,24.0,396.4,314.17
KW_003,2024-01-09,11,1,1,0,0.0664,1,870.78,5854.59,193.78,4983.81,24.0,24.0,274.43,207.73
KW_003,2024-01-09,19,2,0,0,0.0,0,1284.2,5854.59,311.77,4570.39,14.7,24.0,426.9,413.42
KW_003,2024-01-09,20,1,0,0,0.0,0,1617.61,5854.59,318.19,4236.98,13.3,24.0,396.4,333.41
KW_003,2024-01-09,21,2,0,0,0.1603,2,1886.2,5854.59,338.47,3968.39,11.7,24.0,304.93,268.59
KW_003,2024-01-10,2,1,0,0,0.0939,1,65.3,5854.59,65.3,5789.29,24.0,24.0,91.48,65.3
KW_003,2024-01-10,5,1,0,0,0.0,0,115.11,5854.59,57.56,5739.48,24.0,24.0,91.48,49.81
KW_003,2024-01-10,8,1,0,0,0.0527,1,354.33,5854.59,118.11,5500.26,24.0,24.0,365.91,239.22
KW_003,2024-01-10,12,1,0,0,0.0,0,487.51,5854.59,140.74,5367.08,24.0,24.0,243.94,133.18
KW_003,2024-01-10,14,1,0,0,0.1007,1,616.12,5854.59,167.0,5238.47,24.0,24.0,213.45,128.61
KW_003,2024-01-10,16,2,0,0,0.0,0,782.72,5854.59,142.8,5071.87,24.0,24.0,243.94,166.6
KW_003,2024-01-10,17,1,0,0,0.087,1,969.77,5854.59,160.75,4884.82,24.0,24.0,304.93,187.05
KW_003,2024-01-10,18,3,0,0,0.0793,2,1232.96,5854.59,205.61,4621.63,22.5,24.0,365.91,263.19
KW_003,2024-01-10,20,1,0,0,0.0,0,1485.47,5854.59,234.25,4369.12,18.7,24.0,396.4,252.51
KW_003,2024-01-10,21,2,0,0,0.1946,2,1666.09,5854.59,232.11,4188.5,18.0,24.0,304.93,180.62
KW_003,2024-01-10,22,1,0,0,0.1007,1,1805.96,5854.59,191.0,4048.63,21.2,24.0,243.94,139.87
KW_003,2024-01-11,0,1,0,0,0.0,0,211.29,5854.59,211.29,5643.3,24.0,24.0,304.93,211.29
KW_003,2024-01-11,1,1,0,0,0.0,0,317.67,5854.59,158.83,5536.92,24.0,24.0,152.46,106.38
KW_003,2024-01-11,8,1,0,0,0.087,1,548.78,5854.59,182.93,5305.81,24.0,24.0,365.91,231.11
KW_003,2024-01-11,10,1,0,0,0.0,0,761.34,5854.59,183.35,5093.25,24.0,24.0,304.93,212.56
KW_003,2024-01-11,12,1,0,0,0.0,0,936.41,5854.59,206.25,4918.18,23.8,24.0,243.94,175.07
KW_003,2024-01-11,17,1,0,0,0.0,0,1172.4,5854.59,207.87,4682.19,22.5,24.0,304.93,235.99
KW_003,2024-01-11,19,1,0,0,0.0733,1,1496.66,5854.59,245.11,4357.93,17.8,24.0,426.9,324.26
KW_003,2024-01-11,20,1,0,0,0.0595,1,1802.25,5854.59,288.61,4052.34,14.0,24.0,396.4,305.59
KW_003,2024-01-11,21,1,0,0,0.0,0,1990.84,5854.59,272.81,3863.75,14.2,24.0,304.93,188.59
KW_003,2024-01-12,0,1,0,0,0.1145,1,178.78,5854.59,178.78,5675.81,24.0,24.0,304.93,178.78
KW_003,2024-01-12,1,1,0,0,0.0389,1,281.18,5854.59,140.59,5573.41,24.0,24.0,152.46,102.4
KW_003,2024-01-12,5,1,0,0,0.1145,1,339.5,5854.59,113.17,5515.09,24.0,24.0,91.48,58.32
KW_003,2024-01-12,7,1,0,0,0.0595,1,472.57,5854.59,97.93,5382.02,24.0,24.0,243.94,133.07
KW_003,2024-01-12,8,1,0,0,0.0801,1,728.37,5854.59,149.06,5126.22,24.0,24.0,365.91,255.8
KW_003,2024-01-12,10,1,0,0,0.0,0,939.68,5854.59,200.06,4914.91,24.0,24.0,304.93,211.31
KW_003,2024-01-12,11,1,0,0,0.0,0,1118.02,5854.59,215.15,4736.57,22.0,24.0,274.43,178.34
KW_003,2024-01-12,12,1,0,0,0.0,0,1253.95,5854.59,175.19,4600.64,24.0,24.0,243.94,135.93
KW_003,2024-01-12,16,2,0,0,0.0916,2,1422.7,5854.59,161.01,4431.89,24.0,24.0,243.94,168.75
KW_003,2024-01-12,17,1,0,0,0.0,0,1622.93,5854.59,168.3,4231.66,24.0,24.0,304.93,200.23
KW_003,2024-01-12,19,1,0,0,0.0,0,1919.51,5854.59,221.85,3935.08,17.7,24.0,426.9,296.58
KW_003,2024-01-12,20,1,0,0,0.0458,1,2192.61,5854.59,256.64,3661.98,14.3,24.0,396.4,273.1
KW_003,2024-01-12,21,2,0,0,0.0801,1,2405.69,5854.59,260.92,3448.9,13.2,24.0,304.93,213.08
KW_003,2024-01-12,22,1,0,0,0.0,0,2562.79,5854.59,214.43,3291.8,15.4,24.0,243.94,157.1
KW_003,2024-01-13,1,1,0,0,0.0,0,122.69,5854.59,122.69,5731.9,24.0,24.0,152.46,122.69
KW_003,2024-01-13,6,1,0,0,0.0801,1,267.29,5854.59,133.64,5587.3,24.0,24.0,152.46,144.6
KW_003,2024-01-13,11,1,0,0,0.0,0,523.8,5854.59,174.6,5330.79,24.0,24.0,274.43,256.51
KW_003,2024-01-13,14,1,0,0,0.1076,1,730.34,5854.59,202.55,5124.25,24.0,24.0,213.45,206.54
KW_003,2024-01-13,15,1,0,0,0.087,1,903.82,5854.59,212.18,4950.77,23.3,24.0,213.45,173.48
KW_003,2024-01-13,17,1,0,0,0.0,0,1153.72,5854.59,209.97,4700.87,22.4,24.0,304.93,249.9
KW_003,2024-01-13,18,1,0,0,0.0527,1,1522.46,5854.59,264.04,4332.13,16.4,24.0,365.91,368.74
KW_003,2024-01-13,21,2,1,0,0.1622,2,1818.16,5854.59,304.78,4036.43,13.2,24.0,304.93,295.7
KW_003,2024-01-14,0,1,0,0,0.0,0,280.03,5854.59,280.03,5574.56,19.9,19.9,304.93,280.03
KW_003,2024-01-14,1,1,0,0,0.1145,1,414.45,5854.59,207.22,5440.14,24.0,24.0,152.46,134.42
KW_003,2024-01-14,11,1,0,0,0.0,0,645.52,5854.59,215.17,5209.07,24.0,24.0,274.43,231.07
KW_003,2024-01-14,17,1,0,0,0.0733,1,906.53,5854.59,208.83,4948.06,23.7,24.0,304.93,261.01
KW_003,2024-01-14,21,1,0,0,0.0733,1,1185.13,5854.59,256.89,4669.46,18.2,24.0,304.93,278.6
KW_003,2024-01-14,22,1,0,0,0.0,0,1389.43,5854.59,247.97,4465.16,18.0,24.0,243.94,204.3
KW_003,2024-01-14,23,1,0,0,0.0733,1,1545.06,5854.59,212.84,4309.53,20.2,24.0,182.96,155.63
KW_003,2024-01-15,0,1,0,0,0.1007,1,195.78,5854.59,195.78,5658.81,24.0,24.0,304.93,195.78
KW_003,2024-01-15,8,2,0,0,0.1076,1,455.66,5854.59,227.83,5398.93,23.7,24.0,365.91,259.88
KW_003,2024-01-15,10,2,0,0,0.0,0,688.1,5854.59,229.37,5166.49,22.5,24.0,304.93,232.44
KW_003,2024-01-15,12,1,0,0,0.0,0,850.72,5854.59,218.31,5003.87,22.9,24.0,243.94,162.62
KW_003,2024-01-15,17,1,0,0,0.0,0,1049.49,5854.59,197.94,4805.1,24.0,24.0,304.93,198.77
KW_003,2024-01-15,19,2,0,0,0.0,0,1338.0,5854.59,216.63,4516.59,20.8,24.0,426.9,288.51
KW_003,2024-01-15,22,1,0,0,0.0458,1,1499.08,5854.59,216.12,4355.51,20.2,24.0,243.94,161.08
KW_003,2024-01-16,0,1,0,0,0.0,0,173.51,5854.59,173.51,5681.08,24.0,24.0,304.93,173.51
KW_003,2024-01-16,3,1,0,0,0.0733,1,210.6,5854.59,105.3,5643.99,24.0,24.0,60.99,37.09
KW_003,2024-01-16,8,3,0,0,0.2126,3,466.14,5854.59,155.38,5388.45,24.0,24.0,365.91,255.54
KW_003,2024-01-16,14,1,0,0,0.0527,1,599.24,5854.59,141.91,5255.35,24.0,24.0,213.45,133.1
KW_003,2024-01-16,17,1,0,0,0.0,0,771.21,5854.59,186.87,5083.38,24.0,24.0,304.93,171.97
KW_003,2024-01-16,18,1,0,0,0.1145,1,970.0,5854.59,167.95,4884.59,24.0,24.0,365.91,198.79
KW_003,2024-01-16,19,1,0,0,0.0,0,1251.27,5854.59,217.34,4603.32,21.2,24.0,426.9,281.27
KW_003,2024-01-17,6,1,0,0,0.0801,1,104.27,5854.59,104.27,5750.32,24.0,24.0,152.46,104.27
KW_003,2024-01-17,8,1,0,0,0.0,0,388.69,5854.59,194.34,5465.9,24.0,24.0,365.91,284.42
KW_003,2024-01-17,11,2,0,0,0.0985,2,592.53,5854.59,197.51,5262.06,24.0,24.0,274.43,203.84
KW_003,2024-01-17,12,1,0,0,0.1007,1,780.81,5854.59,225.51,5073.78,22.5,24.0,243.94,188.28
KW_003,2024-01-17,13,2,0,0,0.0389,1,921.76,5854.59,177.69,4932.83,24.0,24.0,213.45,140.95
KW_003,2024-01-17,14,1,0,0,0.0,0,1081.79,5854.59,163.09,4772.8,24.0,24.0,213.45,160.03
